year,line,rank_in_study,company_canonical,company_name,exposure,justified_ratio,justified_count,study_year
2022,life,23,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,157738,1.9,3,2025
2022,life,24,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,277282,1.1,3,2025
2022,life,24,LIFE INS CO OF THE SOUTHWEST,Life Ins Co Of The Southwest,229717,0.9,2,2023
2022,life,25,JOHN HANCOCK LIFE INS CO USA,John Hancock Life Ins Co USA,114342,0.9,1,2023
2022,life,25,BANNER LIFE INSURANCE COMPANY,BANNER LIFE INSURANCE COMPANY,129598,0.8,1,2025
2022,life,26,LINCOLN BENEFIT LIFE CO,Lincoln Benefit Life Co,99921,1.0,1,2023
2022,life,26,FARMERS NEW WORLD LIFE INSURANCE COMPANY,FARMERS NEW WORLD LIFE INSURANCE COMPANY,387730,1.0,4,2025
2022,life,27,FARMERS NEW WORLD LIFE INS CO,Farmers New World Life Ins Co,389483,1.0,4,2023
2022,life,27,FIDELITY & GUARANTY LIFE INSURANCE COMPANY,FIDELITY & GUARANTY LIFE INSURANCE COMPANY,91764,0.0,0,2025
2022,life,28,GLOBE LIFE & ACCIDENT INS CO,Globe Life & Accident Ins Co,278252,1.1,3,2023
2022,life,28,PACIFIC LIFE INSURANCE COMPANY,PACIFIC LIFE INSURANCE COMPANY,90509,1.3,1,2025
2022,life,29,LINCOLN BENEFIT LIFE COMPANY,LINCOLN BENEFIT LIFE COMPANY,86144,1.0,1,2025
2022,life,29,AMERICAN NATL INS CO,American Natl Ins Co,173715,1.2,2,2023
2022,life,30,NATIONWIDE LIFE & ANN INS CO,Nationwide Life & Ann Ins Co,85778,1.2,1,2023
2022,life,30,AMERICAN INCOME LIFE INSURANCE COMPANY,AMERICAN INCOME LIFE INSURANCE COMPANY,342397,1.6,5,2025
2022,life,31,LIFE INSURANCE COMPANY OF THE SOUTHWEST,LIFE INSURANCE COMPANY OF THE SOUTHWEST,274560,0.9,2,2025
2022,life,31,AAA LIFE INS CO,AAA Life Ins Co,254399,1.2,3,2023
2022,life,32,PRUCO LIFE INS CO,Pruco Life Ins Co,165038,1.2,2,2023
2022,life,32,MIDLAND NATIONAL LIFE INSURANCE COMPANY,MIDLAND NATIONAL LIFE INSURANCE COMPANY,62051,0.0,0,2025
2022,life,33,PACIFIC LIFE INS CO,Pacific Life Ins Co,79207,1.3,1,2023
2022,life,33,IA AMERICAN LIFE INSURANCE COMPANY,IA AMERICAN LIFE INSURANCE COMPANY,61421,1.7,1,2025
2022,life,34,EQUITABLE FINANCIAL LIFE INS CO,Equitable Financial Life Ins Co,62777,1.6,1,2023
2022,life,34,UNITED INSURANCE COMPANY OF AMERICA,UNITED INSURANCE COMPANY OF AMERICA,116541,0.8,1,2025
2022,life,35,PRUDENTIAL INS CO OF AMER,Prudential Ins Co Of Amer,186648,1.6,3,2023
2022,life,35,LINCOLN NATIONAL LIFE INSURANCE COMPANY (THE),LINCOLN NATIONAL LIFE INSURANCE COMPANY (THE),163739,2.4,4,2025
2022,life,36,JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),105884,0.9,1,2025
2022,life,36,AMERICAN INCOME LIFE INS CO,American Income Life Ins Co,308891,1.6,5,2023
2022,life,37,AMERICAN FAMILY LIFE ASSURANCE CO OF COLUMBUS,AMERICAN FAMILY LIFE ASSURANCE CO OF COLUMBUS,50453,0.0,0,2025
2022,life,37,IA AMER LIFE INS CO,IA Amer Life Ins Co,60534,1.7,1,2023
2022,life,38,MASSACHUSETTS MUT LIFE INS CO,Massachusetts Mut Life Ins Co,158862,1.9,3,2023
2022,life,38,NATIONWIDE LIFE AND ANNUITY INSURANCE COMPANY,NATIONWIDE LIFE AND ANNUITY INSURANCE COMPANY,99282,1.2,1,2025
2022,life,39,METROPOLITAN LIFE INSURANCE COMPANY,METROPOLITAN LIFE INSURANCE COMPANY,142266,2.5,4,2025
2022,life,39,ALLSTATE LIFE INS CO,Allstate Life Ins Co,51184,2.0,1,2023
2022,life,40,PROTECTIVE LIFE INSURANCE COMPANY,PROTECTIVE LIFE INSURANCE COMPANY,142188,0.0,0,2025
2022,life,40,WEST COAST LIFE INS CO,West Coast Life Ins Co,48980,2.0,1,2023
2022,life,41,AMERICAN GEN LIFE INS CO,American Gen Life Ins Co,456056,2.2,10,2023
2022,life,41,PRUDENTIAL INSURANCE COMPANY OF AMERICA (THE),PRUDENTIAL INSURANCE COMPANY OF AMERICA (THE),163925,1.6,3,2025
2022,life,42,LINCOLN NATL LIFE INS CO,Lincoln Natl Life Ins Co,163323,2.4,4,2023
2022,life,42,AMERICAN GENERAL LIFE INSURANCE COMPANY,AMERICAN GENERAL LIFE INSURANCE COMPANY,439918,2.2,10,2025
2022,life,43,UNITED OF OMAHA LIFE INS CO,United Of Omaha Life Ins Co,203287,2.5,5,2023
2022,life,43,AAA LIFE INSURANCE COMPANY,AAA LIFE INSURANCE COMPANY,273174,1.2,3,2025
2022,life,44,AMERITAS LIFE INSURANCE CORP.,AMERITAS LIFE INSURANCE CORP.,37803,0.0,0,2025
2022,life,44,METROPOLITAN LIFE INS CO,Metropolitan Life Ins Co,161748,2.5,4,2023
2022,life,45,NEW YORK LIFE INS & ANN CORP,New York Life Ins & Ann Corp,71934,2.8,2,2023
2022,life,45,BRIGHTHOUSE LIFE INSURANCE COMPANY,BRIGHTHOUSE LIFE INSURANCE COMPANY,74851,0.0,0,2025
2022,life,46,CMFG LIFE INS CO,CMFG Life Ins Co,66741,3.0,2,2023
2022,life,46,RELIASTAR LIFE INSURANCE COMPANY,RELIASTAR LIFE INSURANCE COMPANY,73576,0.0,0,2025
2022,life,47,TRANSAMERICA LIFE INS CO,Transamerica Life Ins Co,565274,3.4,19,2023
2022,life,47,TRANSAMERICA LIFE INSURANCE COMPANY,TRANSAMERICA LIFE INSURANCE COMPANY,561573,3.4,19,2025
2022,life,48,JACKSON NATL LIFE INS CO,Jackson Natl Life Ins Co,55603,3.6,2,2023
2022,life,48,JACKSON NATIONAL LIFE INSURANCE COMPANY,JACKSON NATIONAL LIFE INSURANCE COMPANY,44445,3.6,2,2025
2022,life,49,BANKERS LIFE AND CASUALTY COMPANY,BANKERS LIFE AND CASUALTY COMPANY,43868,4.5,2,2025
2022,life,49,NORTH AMER CO LIFE & HLTH INS,North Amer Co Life & Hlth Ins,51770,3.9,2,2023
2022,life,50,EVERLAKE ASSURANCE COMPANY,EVERLAKE ASSURANCE COMPANY,37966,0.0,0,2025
2022,life,50,BANKERS LIFE & CAS CO,Bankers Life & Cas Co,43988,4.5,2,2023
2023,auto,1,AMERICAN NATIONAL PROPERTY AND CASUALTY CO,AMERICAN NATIONAL PROPERTY AND CASUALTY CO,55658,1.9,1,2025
2023,auto,2,ESSENTIA INSURANCE COMPANY,ESSENTIA INSURANCE COMPANY,247262,0.4,1,2025
2023,auto,3,WAWANESA GENERAL INSURANCE COMPANY,WAWANESA GENERAL INSURANCE COMPANY,525724,1.3,7,2025
2023,auto,4,VIKING INSURANCE COMPANY OF WISCONSIN,VIKING INSURANCE COMPANY OF WISCONSIN,320565,0.3,1,2025
2023,auto,5,PROGRESSIVE DIRECT INSURANCE COMPANY,PROGRESSIVE DIRECT INSURANCE COMPANY,155631,0.7,1,2025
2023,auto,6,INTERINSURANCE EXCHANGE OF THE AUTOMOBILE CLUB,INTERINSURANCE EXCHANGE OF THE AUTOMOBILE CLUB,3007873,1.2,35,2025
2023,auto,7,CSAA INSURANCE EXCHANGE,CSAA INSURANCE EXCHANGE,2257761,0.5,11,2025
2023,auto,8,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,124040,2.9,3,2025
2023,auto,9,GOVERNMENT EMPLOYEES INSURANCE COMPANY,GOVERNMENT EMPLOYEES INSURANCE COMPANY,198513,1.5,3,2024
2023,auto,9,MERCURY INSURANCE COMPANY,MERCURY INSURANCE COMPANY,1522352,2.2,36,2025
2023,auto,10,DRIVE INSURANCE COMPANY,DRIVE INSURANCE COMPANY,515427,3.0,15,2025
2023,auto,11,GEICO GENERAL INSURANCE COMPANY,GEICO GENERAL INSURANCE COMPANY,3165200,1.4,35,2025
2023,auto,12,KEMPER INDEPENDENCE INSURANCE COMPANY,KEMPER INDEPENDENCE INSURANCE COMPANY,54321,1.8,1,2024
2023,auto,12,CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),150313,5.7,9,2025
2023,auto,13,UNITED FINANCIAL CASUALTY COMPANY,UNITED FINANCIAL CASUALTY COMPANY,1044208,2.5,21,2025
2023,auto,14,MID-CENTURY INSURANCE COMPANY,MID-CENTURY INSURANCE COMPANY,240748,1.8,5,2025
2023,auto,15,USAA GENERAL INDEMNITY COMPANY,USAA GENERAL INDEMNITY COMPANY,326218,5.0,14,2025
2023,auto,16,AMERICAN FAMILY CONNECT P&C INSURANCE COMPANY,AMERICAN FAMILY CONNECT P&C INSURANCE COMPANY,648309,2.1,14,2025
2023,auto,17,TRAVELERS COMMERCIAL INSURANCE COMPANY,TRAVELERS COMMERCIAL INSURANCE COMPANY,283157,1.7,5,2025
2023,auto,18,AMICA MUTUAL INSURANCE COMPANY,AMICA MUTUAL INSURANCE COMPANY,70658,2.8,2,2025
2023,auto,19,NATIONWIDE INSURANCE COMPANY OF AMERICA,NATIONWIDE INSURANCE COMPANY OF AMERICA,269902,2.3,7,2025
2023,auto,20,"FOREMOST INSURANCE COMPANY GRAND RAPIDS, MI","FOREMOST INSURANCE COMPANY GRAND RAPIDS, MI",83676,2.4,2,2024
2023,auto,20,ALLSTATE NORTHBROOK INDEMNITY COMPANY,ALLSTATE NORTHBROOK INDEMNITY COMPANY,1640382,2.8,53,2025
2023,auto,21,ALLIANCE UNITED INSURANCE COMPANY,ALLIANCE UNITED INSURANCE COMPANY,333737,2.4,8,2024
2023,auto,21,SAFECO INSURANCE COMPANY OF AMERICA,SAFECO INSURANCE COMPANY OF AMERICA,360499,2.2,8,2025
2023,auto,22,USAA CASUALTY INSURANCE COMPANY,USAA CASUALTY INSURANCE COMPANY,516979,2.2,11,2025
2023,auto,23,PROGRESSIVE SELECT INSURANCE COMPANY,PROGRESSIVE SELECT INSURANCE COMPANY,380459,3.0,11,2025
2023,auto,24,STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,4084379,2.7,105,2025
2023,auto,25,ALLSTATE INSURANCE COMPANY,ALLSTATE INSURANCE COMPANY,55897,3.5,2,2025
2023,auto,26,"FOREMOST INS CO GRAND RAPIDS, MICHIGAN","FOREMOST INS CO GRAND RAPIDS, MICHIGAN",81543,1.9,2,2025
2023,auto,27,CALIFORNIA CAPITAL INSURANCE COMPANY,CALIFORNIA CAPITAL INSURANCE COMPANY,50716,2.1,1,2025
2023,auto,28,INFINITY INSURANCE COMPANY,INFINITY INSURANCE COMPANY,1471202,5.4,93,2025
2023,auto,29,FARMERS INSURANCE EXCHANGE,FARMERS INSURANCE EXCHANGE,1141390,2.0,27,2025
2023,auto,30,GARRISON PROPERTY AND CASUALTY INSURANCE CO,GARRISON PROPERTY AND CASUALTY INSURANCE CO,283519,4.8,12,2025
2023,auto,31,GEICO INDEMNITY COMPANY,GEICO INDEMNITY COMPANY,197585,2.7,14,2025
2023,auto,32,UNITED SERVICES AUTOMOBILE ASSOCIATION,UNITED SERVICES AUTOMOBILE ASSOCIATION,385144,2.1,8,2025
2023,auto,33,COAST NATIONAL INSURANCE COMPANY,COAST NATIONAL INSURANCE COMPANY,230777,1.3,2,2025
2023,auto,34,GEICO CASUALTY COMPANY,GEICO CASUALTY COMPANY,252776,5.1,13,2024
2023,auto,34,NATIONAL GENERAL INSURANCE COMPANY,NATIONAL GENERAL INSURANCE COMPANY,40506,2.5,1,2025
2023,auto,35,LIBERTY MUTUAL FIRE INSURANCE COMPANY,LIBERTY MUTUAL FIRE INSURANCE COMPANY,278032,5.4,16,2025
2023,auto,36,ASPIRE GENERAL INSURANCE COMPANY,ASPIRE GENERAL INSURANCE COMPANY,514280,6.3,19,2025
2023,auto,37,INTEGON NATIONAL INSURANCE COMPANY,INTEGON NATIONAL INSURANCE COMPANY,411505,14.9,67,2025
2023,auto,38,SAFEWAY INSURANCE COMPANY,SAFEWAY INSURANCE COMPANY,68465,5.8,4,2024
2023,auto,38,ANCHOR GENERAL INSURANCE COMPANY,ANCHOR GENERAL INSURANCE COMPANY,112709,9.9,13,2025
2023,auto,39,HARTFORD UNDERWRITERS INSURANCE COMPANY,HARTFORD UNDERWRITERS INSURANCE COMPANY,118982,2.5,3,2025
2023,auto,40,PERMANENT GENERAL ASSURANCE CORPORATION,PERMANENT GENERAL ASSURANCE CORPORATION,68814,19.5,14,2025
2023,auto,40,FARMERS DIRECT P&C INSURANCE COMPANY,FARMERS DIRECT P&C INSURANCE COMPANY,112118,9.8,11,2024
2023,auto,41,ESURANCE PROPERTY AND CASUALTY INSURANCE CO,ESURANCE PROPERTY AND CASUALTY INSURANCE CO,130732,27.6,58,2025
2023,auto,42,ENCOMPASS INSURANCE COMPANY,ENCOMPASS INSURANCE COMPANY,86111,15.8,8,2025
2023,auto,43,21ST CENTURY INSURANCE COMPANY,21ST CENTURY INSURANCE COMPANY,78959,11.3,40,2025
2023,auto,44,NATIONAL GENERAL PREMIER INSURANCE COMPANY,NATIONAL GENERAL PREMIER INSURANCE COMPANY,72816,12.4,9,2024
2023,auto,44,LOYA CASUALTY INSURANCE COMPANY,LOYA CASUALTY INSURANCE COMPANY,242289,10.1,23,2025
2023,auto,45,INCLINE NATIONAL INSURANCE COMPANY,INCLINE NATIONAL INSURANCE COMPANY,91333,15.2,7,2025
2023,auto,46,SEAVIEW INSURANCE COMPANY,SEAVIEW INSURANCE COMPANY,76516,3.3,1,2025
2023,auto,47,INTEGON PREFERRED INSURANCE COMPANY,INTEGON PREFERRED INSURANCE COMPANY,137313,12.6,15,2025
2023,auto,48,METROMILE INSURANCE COMPANY,METROMILE INSURANCE COMPANY,41580,18.4,10,2025
2023,auto,49,21ST CENTURY CASUALTY COMPANY,21ST CENTURY CASUALTY COMPANY,190646,0.0,0,2025
2023,auto,50,"STATE NATIONAL INSURANCE COMPANY, INC.","STATE NATIONAL INSURANCE COMPANY, INC.",280127,55.9,90,2025
2023,home,1,AMERICAN SECURITY INSURANCE COMPANY,AMERICAN SECURITY INSURANCE COMPANY,121973,3.3,3,2025
2023,home,1,AMERICAN NATIONAL P&C COMPANY,AMERICAN NATIONAL P&C COMPANY,105710,0.0,0,2024
2023,home,2,"DB INSURANCE CO., LTD. (U.S. BRANCH)","DB INSURANCE CO., LTD. (U.S. BRANCH)",62324,9.2,3,2025
2023,home,3,MARKEL AMERICAN INSURANCE COMPANY,MARKEL AMERICAN INSURANCE COMPANY,60035,0.0,0,2025
2023,home,4,WAWANESA GENERAL INSURANCE COMPANY,WAWANESA GENERAL INSURANCE COMPANY,45254,2.1,1,2025
2023,home,5,USAA GENERAL INDEMNITY COMPANY,USAA GENERAL INDEMNITY COMPANY,159197,1.4,2,2025
2023,home,6,CSAA FIRE & CASUALTY INSURANCE COMPANY,CSAA FIRE & CASUALTY INSURANCE COMPANY,88215,5.2,4,2025
2023,home,7,UNITED SERVICES AUTOMOBILE ASSOCIATION,UNITED SERVICES AUTOMOBILE ASSOCIATION,231339,1.3,3,2025
2023,home,8,GARRISON PROPERTY AND CASUALTY INSURANCE CO,GARRISON PROPERTY AND CASUALTY INSURANCE CO,137272,1.5,2,2025
2023,home,9,AMERICAN MODERN HOME INSURANCE COMPANY,AMERICAN MODERN HOME INSURANCE COMPANY,53788,3.8,2,2025
2023,home,10,INTERINSURANCE EXCHANGE OF THE AUTOMOBILE CLUB,INTERINSURANCE EXCHANGE OF THE AUTOMOBILE CLUB,962777,1.2,11,2025
2023,home,11,SUTTON NATIONAL INSURANCE COMPANY,SUTTON NATIONAL INSURANCE COMPANY,201438,8.7,7,2025
2023,home,12,FIRST NATIONAL INSURANCE COMPANY OF AMERICA,FIRST NATIONAL INSURANCE COMPANY OF AMERICA,84638,4.0,4,2025
2023,home,13,PRAETORIAN INSURANCE COMPANY,PRAETORIAN INSURANCE COMPANY,40753,0.0,0,2025
2023,home,14,NATIONWIDE MUTUAL INSURANCE COMPANY,NATIONWIDE MUTUAL INSURANCE COMPANY,233460,2.2,6,2025
2023,home,15,CENTURY-NATIONAL INSURANCE COMPANY,CENTURY-NATIONAL INSURANCE COMPANY,38411,2.4,1,2025
2023,home,16,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,689862,5.2,33,2025
2023,home,17,INTEGON NATIONAL INSURANCE COMPANY,INTEGON NATIONAL INSURANCE COMPANY,65480,4.8,4,2025
2023,home,18,STILLWATER INSURANCE COMPANY,STILLWATER INSURANCE COMPANY,93094,4.6,5,2025
2023,home,19,USAA CASUALTY INSURANCE COMPANY,USAA CASUALTY INSURANCE COMPANY,255048,1.6,4,2025
2023,home,20,CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),55653,16.6,10,2025
2023,home,21,AMERICAN NATIONAL PROPERTY AND CASUALTY CO,AMERICAN NATIONAL PROPERTY AND CASUALTY CO,104883,0.0,0,2025
2023,home,22,HOMESITE INSURANCE COMPANY OF CALIFORNIA,HOMESITE INSURANCE COMPANY OF CALIFORNIA,253839,2.6,6,2025
2023,home,23,ALLSTATE INSURANCE COMPANY,ALLSTATE INSURANCE COMPANY,684245,2.8,20,2025
2023,home,24,CSAA INSURANCE EXCHANGE,CSAA INSURANCE EXCHANGE,675433,8.1,51,2025
2023,home,25,AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA,AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA,276054,6.1,15,2025
2023,home,26,QBE INSURANCE CORPORATION,QBE INSURANCE CORPORATION,39420,15.7,7,2025
2023,home,26,"FOREMOST INSURANCE COMPANY GRAND RAPIDS, MI","FOREMOST INSURANCE COMPANY GRAND RAPIDS, MI",267782,5.6,15,2024
2023,home,27,RESPONSE INDEMNITY COMPANY OF CALIFORNIA,RESPONSE INDEMNITY COMPANY OF CALIFORNIA,38716,0.0,0,2025
2023,home,28,SAFECO INSURANCE COMPANY OF AMERICA,SAFECO INSURANCE COMPANY OF AMERICA,286202,3.3,10,2025
2023,home,28,AMGUARD INSURANCE COMPANY,AMGUARD INSURANCE COMPANY,50607,5.9,3,2024
2023,home,29,STANDARD FIRE INSURANCE COMPANY (THE),STANDARD FIRE INSURANCE COMPANY (THE),302691,5.6,18,2025
2023,home,30,UNIVERSAL NORTH AMERICA INSURANCE COMPANY,UNIVERSAL NORTH AMERICA INSURANCE COMPANY,34784,2.6,1,2025
2023,home,31,CALIFORNIA CAPITAL INSURANCE COMPANY,CALIFORNIA CAPITAL INSURANCE COMPANY,68476,2.9,2,2025
2023,home,32,"FOREMOST INS CO GRAND RAPIDS, MICHIGAN","FOREMOST INS CO GRAND RAPIDS, MICHIGAN",225784,5.6,15,2025
2023,home,33,AMERICAN FAMILY CONNECT P&C INSURANCE COMPANY,AMERICAN FAMILY CONNECT P&C INSURANCE COMPANY,113439,5.0,6,2025
2023,home,34,SAFECO INSURANCE COMPANY OF ILLINOIS,SAFECO INSURANCE COMPANY OF ILLINOIS,56481,8.5,5,2025
2023,home,35,GENERAL INSURANCE COMPANY OF AMERICA,GENERAL INSURANCE COMPANY OF AMERICA,195300,6.7,14,2025
2023,home,36,HOMESITE INSURANCE COMPANY OF THE MIDWEST,HOMESITE INSURANCE COMPANY OF THE MIDWEST,102035,14.8,10,2025
2023,home,37,ZURICH AMERICAN INSURANCE COMPANY,ZURICH AMERICAN INSURANCE COMPANY,45784,7.5,4,2025
2023,home,38,PROPERTY AND CASUALTY INS CO OF HARTFORD,PROPERTY AND CASUALTY INS CO OF HARTFORD,43155,6.5,3,2025
2023,home,39,CSE SAFEGUARD INSURANCE COMPANY,CSE SAFEGUARD INSURANCE COMPANY,40807,9.8,4,2024
2023,home,39,PACIFIC SPECIALTY INSURANCE COMPANY,PACIFIC SPECIALTY INSURANCE COMPANY,188359,6.2,13,2025
2023,home,40,AMERICAN MODERN PROPERTY AND CASUALTY INS CO,AMERICAN MODERN PROPERTY AND CASUALTY INS CO,111148,21.4,23,2025
2023,home,41,STATE FARM GENERAL INSURANCE COMPANY,STATE FARM GENERAL INSURANCE COMPANY,2139816,1.6,37,2025
2023,home,42,RESIDENCE MUTUAL INSURANCE COMPANY,RESIDENCE MUTUAL INSURANCE COMPANY,48593,6.1,3,2025
2023,home,43,LEMONADE INSURANCE COMPANY,LEMONADE INSURANCE COMPANY,385729,11.7,41,2025
2023,home,44,FIRE INSURANCE EXCHANGE,FIRE INSURANCE EXCHANGE,775464,7.8,68,2025
2023,home,45,AMICA MUTUAL INSURANCE COMPANY,AMICA MUTUAL INSURANCE COMPANY,42839,2.7,1,2025
2023,home,46,LIBERTY INSURANCE CORPORATION,LIBERTY INSURANCE CORPORATION,212616,3.0,7,2025
2023,home,46,AMERICAN MODERN P&C INSURANCE COMPANY,AMERICAN MODERN P&C INSURANCE COMPANY,107346,21.4,23,2024
2023,home,47,ASI SELECT INSURANCE CORP,ASI SELECT INSURANCE CORP,57604,11.9,8,2025
2023,home,47,FARMERS DIRECT P&C INSURANCE COMPANY,FARMERS DIRECT P&C INSURANCE COMPANY,37746,23.8,9,2024
2023,home,48,FARMERS INSURANCE EXCHANGE,FARMERS INSURANCE EXCHANGE,439921,24.0,105,2025
2023,home,49,SPINNAKER INSURANCE COMPANY,SPINNAKER INSURANCE COMPANY,160687,11.4,16,2025
2023,home,50,MID-CENTURY INSURANCE COMPANY,MID-CENTURY INSURANCE COMPANY,186617,31.8,66,2025
2023,home,50,KEMPER INDEPENDENCE INSURANCE COMPANY,KEMPER INDEPENDENCE INSURANCE COMPANY,38417,46.9,18,2024
2023,life,1,STATE FARM LIFE INSURANCE COMPANY,STATE FARM LIFE INSURANCE COMPANY,666391,0.0,0,2025
2023,life,2,NORTHWESTERN MUTUAL LIFE INSURANCE CO (THE),NORTHWESTERN MUTUAL LIFE INSURANCE CO (THE),368660,0.0,0,2025
2023,life,3,GERBER LIFE INSURANCE COMPANY,GERBER LIFE INSURANCE COMPANY,243436,0.4,1,2025
2023,life,4,LINCOLN HERITAGE LIFE INSURANCE COMPANY,LINCOLN HERITAGE LIFE INSURANCE COMPANY,215616,0.9,2,2025
2023,life,5,PRUCO LIFE INSURANCE COMPANY,PRUCO LIFE INSURANCE COMPANY,160143,0.6,1,2025
2023,life,6,AMERICAN FIDELITY ASSURANCE COMPANY,AMERICAN FIDELITY ASSURANCE COMPANY,116318,0.9,1,2025
2023,life,7,USAA LIFE INSURANCE COMPANY,USAA LIFE INSURANCE COMPANY,111453,0.9,1,2025
2023,life,8,TEXAS LIFE INSURANCE COMPANY,TEXAS LIFE INSURANCE COMPANY,108788,0.0,0,2025
2023,life,9,CMFG LIFE INSURANCE COMPANY,CMFG LIFE INSURANCE COMPANY,75532,1.4,1,2025
2023,life,10,GENWORTH LIFE AND ANNUITY INSURANCE COMPANY,GENWORTH LIFE AND ANNUITY INSURANCE COMPANY,72603,2.5,2,2025
2023,life,11,NEW YORK LIFE INSURANCE AND ANNUITY CORPORATION,NEW YORK LIFE INSURANCE AND ANNUITY CORPORATION,72285,0.0,0,2025
2023,life,12,COLONIAL LIFE & ACCIDENT INSURANCE COMPANY,COLONIAL LIFE & ACCIDENT INSURANCE COMPANY,69342,0.0,0,2025
2023,life,13,PROVIDENT LIFE AND ACCIDENT INSURANCE COMPANY,PROVIDENT LIFE AND ACCIDENT INSURANCE COMPANY,58888,0.0,0,2025
2023,life,14,EQUITABLE FINANCIAL LIFE INSURANCE COMPANY,EQUITABLE FINANCIAL LIFE INSURANCE COMPANY,56744,5.0,3,2025
2023,life,15,NORTH AMERICAN COMPANY FOR LIFE AND HEALTH INS,NORTH AMERICAN COMPANY FOR LIFE AND HEALTH INS,52558,0.0,0,2025
2023,life,16,PRINCIPAL NATIONAL LIFE INSURANCE COMPANY,PRINCIPAL NATIONAL LIFE INSURANCE COMPANY,45452,0.0,0,2025
2023,life,17,EVERLAKE LIFE INSURANCE COMPANY,EVERLAKE LIFE INSURANCE COMPANY,43875,0.0,0,2025
2023,life,18,GUARDIAN LIFE INSURANCE COMPANY OF AMERICA (THE),GUARDIAN LIFE INSURANCE COMPANY OF AMERICA (THE),37870,2.6,1,2025
