state,year,line,company_id,company_name_raw,complaints,written_premium,complaint_ratio_per_million
MI,2022,accident_health,0021107,AAA LIFE INSURANCE COMPANY,1,2787969,0.36
MI,2022,accident_health,0001533,AETNA HEALTH AND LIFE INSURANCE COMPANY,5,8099139,0.62
MI,2022,accident_health,0001049,AETNA LIFE INSURANCE COMPANY,22,630327016,0.03
MI,2022,accident_health,0002174,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,8,359337226,0.02
MI,2022,accident_health,0083731,AMERICAN CONTINENTAL INSURANCE COMPANY,1,19437758,0.05
MI,2022,accident_health,0112481,AMERICAN FAMILY LIFE ASSURANCE COMPANY OF COLUMBUS,11,125542308,0.09
MI,2022,accident_health,0001069,AMERICAN HEALTH AND LIFE INSURANCE COMPANY,1,2975426,0.34
MI,2022,accident_health,0001097,AMERITAS LIFE INSURANCE CORP,12,22827936,0.53
MI,2022,accident_health,0001092,AUTO-OWNERS LIFE INSURANCE COMPANY,1,5090630,0.2
MI,2022,accident_health,0000799,AXIS INSURANCE COMPANY,1,1505629,0.66
MI,2022,accident_health,0016847,BANKERS FIDELITY LIFE INSURANCE COMPANY,1,6896286,0.15
MI,2022,accident_health,0100875,BLUE CROSS BLUE SHIELD OF MICHIGAN MUTUAL INSURANCE COMPANY,494,10132205582,0.05
MI,2022,accident_health,0000027,CHEROKEE INSURANCE COMPANY,2,68613324,0.03
MI,2022,accident_health,0001336,CIGNA HEALTH AND LIFE INSURANCE COMPANY,23,211440123,0.11
MI,2022,accident_health,0016146,CITIZENS SECURITY LIFE INSURANCE COMPANY,1,2322610,0.43
MI,2022,accident_health,0001150,CMFG LIFE INSURANCE COMPANY,2,32867577,0.06
MI,2022,accident_health,0001127,COLONIAL LIFE & ACCIDENT INSURANCE COMPANY,1,18512281,0.05
MI,2022,accident_health,0001131,COMBINED INSURANCE COMPANY OF AMERICA,7,15661893,0.45
MI,2022,accident_health,0001522,COMPANION LIFE INSURANCE COMPANY,1,35932836,0.03
MI,2022,accident_health,0079172,CONTINENTAL AMERICAN INSURANCE COMPANY,8,18975940,0.42
MI,2022,accident_health,0000286,CONTINENTAL CASUALTY COMPANY,5,13495938,0.37
MI,2022,accident_health,0020718,"CONTINENTAL LIFE INSURANCE COMPANY OF BRENTWOOD, TENNESSEE",5,40679644,0.12
MI,2022,accident_health,0001469,DEARBORN LIFE INSURANCE COMPANY,1,16310583,0.06
MI,2022,accident_health,0000962,"DELTA DENTAL PLAN OF MICHIGAN, INC.",27,747667223,0.04
MI,2022,accident_health,0068671,DENTEGRA INSURANCE COMPANY,2,17611113,0.11
MI,2022,accident_health,0000277,FEDERAL INSURANCE COMPANY,1,1732721,0.58
MI,2022,accident_health,0001139,FREEDOM LIFE INSURANCE COMPANY OF AMERICA,4,25798122,0.16
MI,2022,accident_health,0001431,GENWORTH LIFE INSURANCE COMPANY,6,49633925,0.12
MI,2022,accident_health,0001463,GERBER LIFE INSURANCE COMPANY,1,7383391,0.14
MI,2022,accident_health,0001666,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,1,1364975,0.73
MI,2022,accident_health,0001136,GOLDEN RULE INSURANCE COMPANY,9,52449437,0.17
MI,2022,accident_health,0001206,"GUARDIAN LIFE INSURANCE COMPANY OF AMERICA, THE",76,85408816,0.89
MI,2022,accident_health,0001460,HARTFORD LIFE AND ACCIDENT INSURANCE COMPANY,5,64285361,0.08
MI,2022,accident_health,0001494,HUMANA INSURANCE COMPANY,5,853406095,0.01
MI,2022,accident_health,0001452,HUMANADENTAL INSURANCE COMPANY,4,876622812,0.0
MI,2022,accident_health,0001219,ILLINOIS MUTUAL LIFE INSURANCE COMPANY,1,2555530,0.39
MI,2022,accident_health,0001268,JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),3,41552746,0.07
MI,2022,accident_health,0001308,LIBERTY UNION LIFE ASSURANCE COMPANY,1,9113685,0.11
MI,2022,accident_health,0001252,LIFE INSURANCE COMPANY OF NORTH AMERICA,1,82737972,0.01
MI,2022,accident_health,0001521,LIFESECURE INSURANCE COMPANY,1,9368795,0.11
MI,2022,accident_health,0001257,LINCOLN BENEFIT LIFE COMPANY,1,1140877,0.88
MI,2022,accident_health,0001260,"LINCOLN NATIONAL LIFE INSURANCE COMPANY, THE",10,83121066,0.12
MI,2022,accident_health,0001271,MANHATTAN LIFE INSURANCE COMPANY,1,3894241,0.26
MI,2022,accident_health,0001275,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,3,14097007,0.21
MI,2022,accident_health,0078309,MEDICO CORP LIFE INSURANCE COMPANY,1,8480504,0.12
MI,2022,accident_health,0000668,MEDICO INSURANCE COMPANY,2,6855447,0.29
MI,2022,accident_health,0001278,METROPOLITAN LIFE INSURANCE COMPANY,11,186992476,0.06
MI,2022,accident_health,0001287,MINNESOTA LIFE INSURANCE COMPANY,1,18274326,0.05
MI,2022,accident_health,0001476,MUTUAL OF OMAHA INSURANCE COMPANY,1,18967922,0.05
MI,2022,accident_health,0001584,NATIONAL HEALTH INSURANCE COMPANY,2,6967836,0.29
MI,2022,accident_health,0001312,NATIONWIDE LIFE INSURANCE COMPANY,1,10177644,0.1
MI,2022,accident_health,0001316,NEW YORK LIFE INSURANCE COMPANY,1,8270953,0.12
MI,2022,accident_health,0115469,OSCAR INSURANCE COMPANY,2,4296779,0.47
MI,2022,accident_health,0001096,PRINCIPAL LIFE INSURANCE COMPANY,3,76186458,0.04
MI,2022,accident_health,0066546,PRIORITY HEALTH INSURANCE COMPANY,7,366830509,0.02
MI,2022,accident_health,0001368,"PRUDENTIAL INSURANCE COMPANY OF AMERICA, THE",2,55576637,0.04
MI,2022,accident_health,0001377,RELIANCE STANDARD LIFE INSURANCE COMPANY,4,29190221,0.14
MI,2022,accident_health,0001233,RIVERSOURCE LIFE INSURANCE COMPANY,1,13417349,0.07
MI,2022,accident_health,0079723,SILVERSCRIPT INSURANCE COMPANY,3,37558776,0.08
MI,2022,accident_health,0001397,STANDARD INSURANCE COMPANY,2,28624221,0.07
MI,2022,accident_health,0000531,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,1,24087240,0.04
MI,2022,accident_health,0001383,SYMETRA LIFE INSURANCE COMPANY,2,28551946,0.07
MI,2022,accident_health,0001613,TRANSAMERICA LIFE INSURANCE COMPANY,2,32528339,0.06
MI,2022,accident_health,0001104,TRUSTMARK INSURANCE COMPANY,1,4127951,0.24
MI,2022,accident_health,0025763,UNIFIED LIFE INSURANCE COMPANY,1,2240758,0.45
MI,2022,accident_health,0001425,UNITED OF OMAHA LIFE INSURANCE COMPANY,1,96520790,0.01
MI,2022,accident_health,0041267,UNITED STATES FIRE INSURANCE COMPANY,1,4458003,0.22
MI,2022,accident_health,0001493,UNITED WORLD LIFE INSURANCE COMPANY,1,24941192,0.04
MI,2022,accident_health,0001541,UNITEDHEALTHCARE INSURANCE COMPANY,52,923812472,0.06
MI,2022,accident_health,0001134,UNUM LIFE INSURANCE COMPANY OF AMERICA,1,121926047,0.01
MI,2022,accident_health,0000867,VISION SERVICE PLAN INSURANCE COMPANY,12,67405112,0.18
MI,2022,accident_health,0001445,WASHINGTON NATIONAL INSURANCE COMPANY,1,7512964,0.13
MI,2022,accident_health,0079751,"WELLCARE PRESCRIPTION INSURANCE, INC.",6,60082135,0.1
MI,2022,accident_health,0001548,WELLPOINT LIFE AND HEALTH INSURANCE COMPANY,3,1284597,2.34
MI,2022,annuity,0001660,ALLIANZ LIFE INSURANCE COMPANY OF NORTH AMERICA,3,542239534,0.01
MI,2022,annuity,0001681,AMERICAN EQUITY INVESTMENT LIFE INSURANCE COMPANY,1,122575819,0.01
MI,2022,annuity,0001067,AMERICAN GENERAL LIFE INSURANCE COMPANY,3,387629181,0.01
MI,2022,annuity,0001113,ATHENE ANNUITY AND LIFE COMPANY,1,1204144807,0.0
MI,2022,annuity,0001095,BANKERS LIFE AND CASUALTY COMPANY,2,81285925,0.02
MI,2022,annuity,0001627,BRIGHTHOUSE LIFE INSURANCE COMPANY,1,363860545,0.0
MI,2022,annuity,0001538,DELAWARE LIFE INSURANCE COMPANY,2,129605807,0.02
MI,2022,annuity,0001172,FIDELITY & GUARANTY LIFE INSURANCE COMPANY,1,395528206,0.0
MI,2022,annuity,0001670,FORETHOUGHT LIFE INSURANCE COMPANY,2,376706768,0.01
MI,2022,annuity,0000994,GCU,1,20695594,0.05
MI,2022,annuity,0000973,GLEANER LIFE INSURANCE SOCIETY,1,25854547,0.04
MI,2022,annuity,0001504,INTEGRITY LIFE INSURANCE COMPANY,1,27096998,0.04
MI,2022,annuity,0001235,JACKSON NATIONAL LIFE INSURANCE COMPANY,1,800392810,0.0
MI,2022,annuity,0001253,LIFE INSURANCE COMPANY OF THE SOUTHWEST,1,144259954,0.01
MI,2022,annuity,0001260,"LINCOLN NATIONAL LIFE INSURANCE COMPANY, THE",2,421404104,0.0
MI,2022,annuity,0001176,MASSMUTUAL ASCEND LIFE INSURANCE COMPANY,3,305743864,0.01
MI,2022,annuity,0001278,METROPOLITAN LIFE INSURANCE COMPANY,2,89007033,0.02
MI,2022,annuity,0001729,METROPOLITAN TOWER LIFE INSURANCE COMPANY,1,69032208,0.01
MI,2022,annuity,0001339,PACIFIC LIFE INSURANCE COMPANY,1,367264167,0.0
MI,2022,annuity,0001368,"PRUDENTIAL INSURANCE COMPANY OF AMERICA, THE",2,101827704,0.02
MI,2022,annuity,0001377,RELIANCE STANDARD LIFE INSURANCE COMPANY,1,57438381,0.02
MI,2022,annuity,0001233,RIVERSOURCE LIFE INSURANCE COMPANY,1,177617853,0.01
MI,2022,annuity,0022991,SILAC INSURANCE COMPANY,2,225234938,0.01
MI,2022,annuity,0001401,STATE FARM LIFE INSURANCE COMPANY,1,9358243,0.11
MI,2022,annuity,0001470,TALCOTT RESOLUTION LIFE AND ANNUITY INSURANCE COMPANY,1,7771415,0.13
MI,2022,annuity,0018690,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,1,755936923,0.0
MI,2022,annuity,0000964,THRIVENT FINANCIAL FOR LUTHERANS,1,135982753,0.01
MI,2022,annuity,0019343,TIAA-CREF LIFE INSURANCE COMPANY,1,2836589,0.35
MI,2022,annuity,0001419,USAA LIFE INSURANCE COMPANY,1,126696989,0.01
MI,2022,annuity,0001565,VENERABLE INSURANCE AND ANNUITY COMPANY,1,2680671,0.37
MI,2022,automobile,0000401,ACE AMERICAN INSURANCE COMPANY,2,4771007,0.42
MI,2022,automobile,0000123,"ACUITY, A MUTUAL INSURANCE COMPANY",2,33742121,0.06
MI,2022,automobile,0000225,AIG PROPERTY CASUALTY COMPANY,5,6904332,0.72
MI,2022,automobile,0000921,ALLIED PROPERTY AND CASUALTY INSURANCE COMPANY,1,2084549,0.48
MI,2022,automobile,0000631,ALLSTATE FIRE AND CASUALTY INSURANCE COMPANY,146,375700152,0.39
MI,2022,automobile,0000218,ALLSTATE INSURANCE COMPANY,25,68448949,0.37
MI,2022,automobile,0000182,ALLSTATE PROPERTY AND CASUALTY INSURANCE COMPANY,43,103841611,0.41
MI,2022,automobile,0000242,AMERICAN ECONOMY INSURANCE COMPANY,35,114141519,0.31
MI,2022,automobile,0066001,AMERICAN FAMILY CONNECT PROPERTY AND CASUALTY INSURANCE COMPANY,4,15999419,0.25
MI,2022,automobile,0105350,AMERICAN MODERN PROPERTY AND CASUALTY INSURANCE COMPANY,6,3113335,1.93
MI,2022,automobile,0000260,AMERICAN SELECT INSURANCE COMPANY,5,45489314,0.11
MI,2022,automobile,0000231,AMERISURE INSURANCE COMPANY,1,6477670,0.15
MI,2022,automobile,0020959,AMGUARD INSURANCE COMPANY,2,4704765,0.43
MI,2022,automobile,0000258,AMICA MUTUAL INSURANCE COMPANY,1,12891833,0.08
MI,2022,automobile,0000039,ARCH INSURANCE COMPANY,1,11689995,0.09
MI,2022,automobile,0000251,ARGONAUT-MIDWEST INSURANCE COMPANY,1,3010787,0.33
MI,2022,automobile,0000326,AUTO CLUB GROUP INSURANCE COMPANY,47,172219267,0.27
MI,2022,automobile,0000325,AUTO CLUB INSURANCE ASSOCIATION,49,18778926,2.61
MI,2022,automobile,0000209,AUTO-OWNERS INSURANCE COMPANY,43,735316566,0.06
MI,2022,automobile,0087889,BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPANY,1,1113902,0.9
MI,2022,automobile,0075135,BRISTOL WEST PREFERRED INSURANCE COMPANY,24,29471415,0.81
MI,2022,automobile,0000027,CHEROKEE INSURANCE COMPANY,2,50095213,0.04
MI,2022,automobile,0000030,"CINCINNATI INSURANCE COMPANY, THE",2,46508366,0.04
MI,2022,automobile,0016316,CITIZENS INSURANCE COMPANY OF THE MIDWEST,46,618868838,0.07
MI,2022,automobile,0107648,CITIZENS UNITED RECIPROCAL EXCHANGE,41,45899037,0.89
MI,2022,automobile,0000023,COREPOINTE INSURANCE COMPANY,1,1577970,0.63
MI,2022,automobile,0000337,EMCASCO INSURANCE COMPANY,1,20386546,0.05
MI,2022,automobile,0000338,EMPLOYERS MUTUAL CASUALTY COMPANY,1,13506197,0.07
MI,2022,automobile,0025534,ENCOMPASS INDEMNITY COMPANY,3,1244900,2.41
MI,2022,automobile,0000818,ESSENTIA INSURANCE COMPANY,4,30072122,0.13
MI,2022,automobile,0050573,ESURANCE PROPERTY AND CASUALTY INSURANCE COMPANY,204,149440604,1.37
MI,2022,automobile,0000006,EVEREST NATIONAL INSURANCE COMPANY,3,1533192,1.96
MI,2022,automobile,0100973,FALLS LAKE NATIONAL INSURANCE COMPANY,15,1191491,12.59
MI,2022,automobile,0000342,FARM BUREAU GENERAL INSURANCE COMPANY OF MICHIGAN,49,372240231,0.13
MI,2022,automobile,0000343,FARM BUREAU MUTUAL INSURANCE COMPANY OF MICHIGAN,13,67996439,0.19
MI,2022,automobile,0018298,FARMERS DIRECT PROPERTY AND CASUALTY INSURANCE COMPANY,7,2120947,3.3
MI,2022,automobile,0000725,FARMERS GROUP PROPERTY AND CASUALTY INSURANCE COMPANY,93,35808120,2.6
MI,2022,automobile,0000344,FARMERS INSURANCE EXCHANGE,27,92392329,0.29
MI,2022,automobile,0000575,FARMERS PROPERTY AND CASUALTY INSURANCE COMPANY,5,2164607,2.31
MI,2022,automobile,0000277,FEDERAL INSURANCE COMPANY,1,5453144,0.18
MI,2022,automobile,0000041,"FOREMOST INSURANCE COMPANY GRAND RAPIDS, MICHIGAN",2,10378543,0.19
MI,2022,automobile,0000117,FRANKENMUTH INSURANCE COMPANY,17,180343026,0.09
MI,2022,automobile,0000118,FREMONT INSURANCE COMPANY,14,152120244,0.09
MI,2022,automobile,0000367,GEICO INDEMNITY COMPANY,43,84362628,0.51
MI,2022,automobile,0000368,GOVERNMENT EMPLOYEES INSURANCE COMPANY,1,10822305,0.09
MI,2022,automobile,0024619,GRANGE INSURANCE COMPANY OF MICHIGAN,2,9559740,0.21
MI,2022,automobile,0000576,GREAT AMERICAN ASSURANCE COMPANY,4,6208842,0.64
MI,2022,automobile,0000386,GREENWICH INSURANCE COMPANY,1,3037382,0.33
MI,2022,automobile,0000387,HARTFORD ACCIDENT AND INDEMNITY COMPANY,1,2925335,0.34
MI,2022,automobile,0000122,HASTINGS INSURANCE COMPANY,5,48828128,0.1
MI,2022,automobile,0000587,HOME-OWNERS INSURANCE COMPANY,45,369553876,0.12
MI,2022,automobile,0019417,HORACE MANN PROPERTY & CASUALTY INSURANCE COMPANY,2,10936529,0.18
MI,2022,automobile,0000524,HUDSON INSURANCE COMPANY,1,4910860,0.2
MI,2022,automobile,0129073,INCLINE CASUALTY COMPANY,4,6853347,0.58
MI,2022,automobile,0000634,INTEGON NATIONAL INSURANCE COMPANY,17,16168023,1.05
MI,2022,automobile,0000417,LIBERTY MUTUAL FIRE INSURANCE COMPANY,10,16650206,0.6
MI,2022,automobile,0000418,LIBERTY MUTUAL INSURANCE COMPANY,4,3087696,1.3
MI,2022,automobile,0116235,LIBERTY MUTUAL PERSONAL INSURANCE COMPANY,177,135380292,1.31
MI,2022,automobile,0000776,LM GENERAL INSURANCE COMPANY,69,82478271,0.84
MI,2022,automobile,0000713,LM INSURANCE CORPORATION,9,7042942,1.28
MI,2022,automobile,0000163,MEEMIC INSURANCE COMPANY,50,273485329,0.18
MI,2022,automobile,0000327,MEMBERSELECT INSURANCE COMPANY,168,675326781,0.25
MI,2022,automobile,0000839,MIC GENERAL INSURANCE CORPORATION,8,11806647,0.68
MI,2022,automobile,0015812,MICHIGAN INSURANCE COMPANY,5,52200537,0.1
MI,2022,automobile,0000133,MICHIGAN MILLERS MUTUAL INSURANCE COMPANY,2,19928119,0.1
MI,2022,automobile,0000288,NATIONAL FIRE INSURANCE COMPANY OF HARTFORD,1,3259726,0.31
MI,2022,automobile,0000448,NATIONAL GENERAL INSURANCE COMPANY,13,17073917,0.76
MI,2022,automobile,0000451,NATIONWIDE GENERAL INSURANCE COMPANY,1,1502338,0.67
MI,2022,automobile,0000465,NORTHLAND INSURANCE COMPANY,1,12349630,0.08
MI,2022,automobile,0000476,OLD REPUBLIC INSURANCE COMPANY,1,21009803,0.05
MI,2022,automobile,0000188,PHILADELPHIA INDEMNITY INSURANCE COMPANY,6,15148615,0.4
MI,2022,automobile,0000193,PIONEER STATE MUTUAL INSURANCE COMPANY,10,153219703,0.07
MI,2022,automobile,0040548,PROGRESSIVE MARATHON INSURANCE COMPANY,789,1266888619,0.62
MI,2022,automobile,0000010,PROGRESSIVE MICHIGAN INSURANCE COMPANY,241,717628371,0.34
MI,2022,automobile,0002157,PROPERTY AND CASUALTY INSURANCE COMPANY OF HARTFORD,7,11612079,0.6
MI,2022,automobile,0000080,PROTECTIVE INSURANCE COMPANY,19,5166471,3.68
MI,2022,automobile,0000851,SAFECO INSURANCE COMPANY OF ILLINOIS,23,57045522,0.4
MI,2022,automobile,0000394,SECURA INSURANCE COMPANY,3,25685133,0.12
MI,2022,automobile,0002196,SELECTIVE INSURANCE COMPANY OF SOUTH CAROLINA,2,4892628,0.41
MI,2022,automobile,0000521,SENTRY INSURANCE COMPANY,1,7806373,0.13
MI,2022,automobile,0000324,SENTRY SELECT INSURANCE COMPANY,1,6509014,0.15
MI,2022,automobile,0086577,STARR INDEMNITY & LIABILITY COMPANY,1,2115775,0.47
MI,2022,automobile,0000527,STATE AUTO PROPERTY AND CASUALTY INSURANCE COMPANY,19,34227263,0.56
MI,2022,automobile,0000528,STATE AUTOMOBILE MUTUAL INSURANCE COMPANY,2,11606307,0.17
MI,2022,automobile,0000529,STATE FARM FIRE AND CASUALTY COMPANY,7,1742981,4.02
MI,2022,automobile,0000531,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,660,1678495137,0.39
MI,2022,automobile,0000773,TITAN INSURANCE COMPANY,19,48145086,0.39
MI,2022,automobile,0000290,TRANSPORTATION INSURANCE COMPANY,1,1304277,0.77
MI,2022,automobile,0000549,"TRAVELERS INDEMNITY COMPANY OF AMERICA, THE",2,6100589,0.33
MI,2022,automobile,0002167,TRUMBULL INSURANCE COMPANY,26,53801770,0.48
MI,2022,automobile,0000630,U.S. SPECIALTY INSURANCE COMPANY,1,5533402,0.18
MI,2022,automobile,0000561,UNITED SERVICES AUTOMOBILE ASSOCIATION,9,69685061,0.13
MI,2022,automobile,0079599,UNITED SPECIALTY INSURANCE COMPANY,1,3510308,0.28
MI,2022,automobile,0041267,UNITED STATES FIRE INSURANCE COMPANY,2,5513309,0.36
MI,2022,automobile,0000657,USA UNDERWRITERS INSURANCE COMPANY,23,31133453,0.74
MI,2022,automobile,0000562,USAA CASUALTY INSURANCE COMPANY,18,169358187,0.11
MI,2022,automobile,0000291,VALLEY FORGE INSURANCE COMPANY,1,2602209,0.38
MI,2022,automobile,0000473,WESTFIELD INSURANCE COMPANY,1,13003114,0.08
MI,2022,automobile,0000150,WOLVERINE INSURANCE COMPANY,3,17049336,0.18
MI,2022,automobile,0019392,ZURICH AMERICAN INSURANCE COMPANY,3,41703395,0.07
MI,2022,homeowners,0000225,AIG PROPERTY CASUALTY COMPANY,1,8664142,0.12
MI,2022,homeowners,0000921,ALLIED PROPERTY AND CASUALTY INSURANCE COMPANY,1,3652089,0.27
MI,2022,homeowners,0000219,ALLSTATE INDEMNITY COMPANY,7,17121899,0.41
MI,2022,homeowners,0000218,ALLSTATE INSURANCE COMPANY,3,25333592,0.12
MI,2022,homeowners,0000182,ALLSTATE PROPERTY AND CASUALTY INSURANCE COMPANY,6,37121636,0.16
MI,2022,homeowners,0000817,ALLSTATE VEHICLE AND PROPERTY INSURANCE COMPANY,39,157417402,0.25
MI,2022,homeowners,0000005,AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA,6,10192597,0.59
MI,2022,homeowners,0000242,AMERICAN ECONOMY INSURANCE COMPANY,9,56931028,0.16
MI,2022,homeowners,0066001,AMERICAN FAMILY CONNECT PROPERTY AND CASUALTY INSURANCE COMPANY,1,13862332,0.07
MI,2022,homeowners,0105350,AMERICAN MODERN PROPERTY AND CASUALTY INSURANCE COMPANY,4,26427413,0.15
MI,2022,homeowners,0000260,AMERICAN SELECT INSURANCE COMPANY,1,21925046,0.05
MI,2022,homeowners,0103310,AMERICAN STRATEGIC INSURANCE CORP.,17,80235432,0.21
MI,2022,homeowners,0020959,AMGUARD INSURANCE COMPANY,8,15878703,0.5
MI,2022,homeowners,0000258,AMICA MUTUAL INSURANCE COMPANY,2,10485863,0.19
MI,2022,homeowners,0000326,AUTO CLUB GROUP INSURANCE COMPANY,9,69895602,0.13
MI,2022,homeowners,0000325,AUTO CLUB INSURANCE ASSOCIATION,11,83063524,0.13
MI,2022,homeowners,0000209,AUTO-OWNERS INSURANCE COMPANY,45,554843347,0.08
MI,2022,homeowners,0000676,CITIZENS INSURANCE COMPANY OF AMERICA,10,63426695,0.16
MI,2022,homeowners,0016316,CITIZENS INSURANCE COMPANY OF THE MIDWEST,15,246089050,0.06
MI,2022,homeowners,0000922,DEPOSITORS INSURANCE COMPANY,1,8493507,0.12
MI,2022,homeowners,0000338,EMPLOYERS MUTUAL CASUALTY COMPANY,1,9024077,0.11
MI,2022,homeowners,0000342,FARM BUREAU GENERAL INSURANCE COMPANY OF MICHIGAN,23,179250896,0.13
MI,2022,homeowners,0000343,FARM BUREAU MUTUAL INSURANCE COMPANY OF MICHIGAN,1,91405396,0.01
MI,2022,homeowners,0000651,FARMERS AND MERCHANTS MUTUAL FIRE INSURANCE COMPANY,1,4060871,0.25
MI,2022,homeowners,0000725,FARMERS GROUP PROPERTY AND CASUALTY INSURANCE COMPANY,4,14511930,0.28
MI,2022,homeowners,0000344,FARMERS INSURANCE EXCHANGE,6,52726051,0.11
MI,2022,homeowners,0000575,FARMERS PROPERTY AND CASUALTY INSURANCE COMPANY,1,2238977,0.45
MI,2022,homeowners,0000345,FIRE INSURANCE EXCHANGE,1,10230754,0.1
MI,2022,homeowners,0000041,"FOREMOST INSURANCE COMPANY GRAND RAPIDS, MICHIGAN",4,95620977,0.04
MI,2022,homeowners,0000061,FOREMOST PROPERTY AND CASUALTY INSURANCE COMPANY,3,5525744,0.54
MI,2022,homeowners,0000117,FRANKENMUTH INSURANCE COMPANY,8,88636759,0.09
MI,2022,homeowners,0000118,FREMONT INSURANCE COMPANY,8,79578570,0.1
MI,2022,homeowners,0000654,GREAT LAKES MUTUAL INSURANCE COMPANY,1,2700415,0.37
MI,2022,homeowners,0000803,HARTFORD INSURANCE COMPANY OF THE MIDWEST,1,4608649,0.22
MI,2022,homeowners,0000122,HASTINGS INSURANCE COMPANY,3,33660325,0.09
MI,2022,homeowners,0000587,HOME-OWNERS INSURANCE COMPANY,1,8861774,0.11
MI,2022,homeowners,0000181,HOMESITE INSURANCE COMPANY,1,3707670,0.27
MI,2022,homeowners,0021443,HOMESITE INSURANCE COMPANY OF THE MIDWEST,19,131703115,0.14
MI,2022,homeowners,0111875,LEMONADE INSURANCE COMPANY,5,6621108,0.76
MI,2022,homeowners,0000417,LIBERTY MUTUAL FIRE INSURANCE COMPANY,1,12928489,0.08
MI,2022,homeowners,0000418,LIBERTY MUTUAL INSURANCE COMPANY,1,5583430,0.18
MI,2022,homeowners,0116235,LIBERTY MUTUAL PERSONAL INSURANCE COMPANY,16,81324270,0.2
MI,2022,homeowners,0000713,LM INSURANCE CORPORATION,1,4639168,0.22
MI,2022,homeowners,0000163,MEEMIC INSURANCE COMPANY,6,101999591,0.06
MI,2022,homeowners,0000327,MEMBERSELECT INSURANCE COMPANY,17,150695183,0.11
MI,2022,homeowners,0002218,MICHIGAN BASIC PROPERTY INS ASSOCIATION,5,10351214,0.48
MI,2022,homeowners,0000451,NATIONWIDE GENERAL INSURANCE COMPANY,7,27249068,0.26
MI,2022,homeowners,0000814,NATIONWIDE PROPERTY AND CASUALTY INSURANCE COMPANY,2,8042222,0.25
MI,2022,homeowners,0000653,NORTHERN MUTUAL INSURANCE COMPANY,1,12678669,0.08
MI,2022,homeowners,0000193,PIONEER STATE MUTUAL INSURANCE COMPANY,9,85074361,0.11
