data_year,guide_year,plan_type,plan_name,rank,total_complaints_dfs,upheld_complaints_dfs,premiums_millions,complaint_ratio_dfs,total_complaints_doh,upheld_complaints_doh
2015,2016,Commercial,MVP Health Services Corporation3,0,0,0,187.91,0.0,,
2015,2016,Commercial,"Eastern Vision Service Plan, Inc.4",0,0,0,85.92,0.0,,
2015,2016,Commercial,MVP Health Services Corporation,1,0,0,187.91,0.0,,
2015,2016,Commercial,"Delta Dental of New York, Inc.",2,3,0,161.54,0.0,,
2015,2016,Commercial,"Delta Dental of New York, Inc.3",3,0,0,161.54,0.0,,
2015,2016,Commercial,Sun Life and Health Insurance Company,3,5,0,144.19,0.0,,
2015,2016,Commercial,"Eastern Vision Service Plan, Inc.",4,0,0,85.92,0.0,,
2015,2016,Commercial,Hartford Life Insurance Company,5,1,0,81.97,0.0,,
2015,2016,Commercial,Massachusetts Mutual Life Insurance Company,6,1,0,78.89,0.0,,
2015,2016,Commercial,Berkshire Life Insurance Company of America,7,1,0,70.66,0.0,,
2015,2016,Commercial,HM Life Insurance Company of New York,8,1,0,65.31,0.0,,
2015,2016,Commercial,"Dentcare Delivery Systems, Inc.",9,9,0,63.19,0.0,,
2015,2016,Commercial,"Dentcare Delivery Systems, Inc.3",9,0,0,63.19,0.0,,
2015,2016,Commercial,Liberty Life Assurance Company of Boston,10,1,0,59.55,0.0,,
2015,2016,Commercial,Genworth Life Insurance Company of New York,11,6,1,193.4,0.0052,,
2015,2016,Commercial,American Progressive Life and Health Insurance,12,14,2,377.87,0.0053,,
2015,2016,Commercial,Northwestern Mutual Life Insurance Company,13,4,1,89.86,0.0111,,
2015,2016,Commercial,Guardian Life Insurance Company of America,14,37,6,382.75,0.0157,,
2015,2016,Commercial,American Family Life Assurance Company of New York,15,17,5,287.9,0.0174,,
2015,2016,Commercial,Prudential Insurance Company of America,16,8,2,115.04,0.0174,,
2015,2016,Commercial,"National Union Fire Insurance Company of Pittsburgh, PA",17,5,2,111.65,0.0179,,
2015,2016,Commercial,"",18,3,0,50.25,0.0,,
2015,2016,Commercial,First Unum Life Insurance Company,18,19,5,278.95,0.0179,,
2015,2016,Commercial,CIGNA Life Insurance Company of New York,19,15,2,102.34,0.0195,,
2015,2016,Commercial,ShelterPoint Life Insurance Company,20,4,2,85.71,0.0233,,
2015,2016,Commercial,Metropolitan Life Insurance Company,21,61,15,601.47,0.0249,,
2015,2016,Commercial,Standard Security Life Insurance Company of New York,22,6,2,76.96,0.026,,
2015,2016,Commercial,Combined Life Insurance Company of New York,23,22,3,108.13,0.0277,,
2015,2016,Commercial,New York Life Insurance Company,24,7,2,69.6,0.0287,,
2015,2016,Commercial,Principal Life Insurance Company,25,6,2,65.11,0.0307,,
2015,2016,Commercial,Paul Revere Life Insurance Company,26,4,2,60.67,0.033,,
2015,2016,Commercial,Standard Life Insurance Company of New York,27,2,2,51.34,0.039,,
2015,2016,Commercial,United States Life Insurance Company in the City of New York,28,18,2,50.25,0.0398,,
2015,2016,Commercial,Transamerica Financial Life Insurance Company,29,10,5,105.71,0.0473,,
2015,2016,Commercial,Nippon Life Insurance Company of America,30,5,3,57.04,0.0526,,
2015,2016,Commercial,John Hancock Life & Health Insurance Company,31,12,9,119.43,0.0754,,
2015,2016,Commercial,Hartford Life and Accident Insurance Company,32,8,4,51.03,0.0784,,
2015,2016,EPO/PPO,Independent Health Benefits Corporation,1,6,0,541.09,0.0,,
2015,2016,EPO/PPO,"CDPHP Universal Benefits, Inc.",2,32,4,714.94,0.0056,,
2015,2016,EPO/PPO,HealthNow New York Inc.,3,37,9,1377.6,0.0065,,
2015,2016,EPO/PPO,"Excellus Health Plan, Inc.",4,160,32,3765.59,0.0085,,
2015,2016,EPO/PPO,UnitedHealthcare Insurance Company of New York,5,174,66,2091.51,0.0316,,
2015,2016,EPO/PPO,MVP Health Insurance Company,6,24,7,212.88,0.0329,,
2015,2016,EPO/PPO,CIGNA Health and Life Insurance Company,7,127,47,1196.86,0.0393,,
2015,2016,EPO/PPO,"Oxford Health Insurance, Inc.",8,899,185,4608.09,0.0401,,
2015,2016,EPO/PPO,Oscar Insurance Corporation,9,31,6,123.1,0.0487,,
2015,2016,EPO/PPO,"Empire HealthChoice Assurance, Inc.",10,344,111,2161.11,0.0514,,
2015,2016,EPO/PPO,"North Shore-LIJ Care Connect Insurance Company, Inc.",11,32,7,128.74,0.0544,,
2015,2016,EPO/PPO,Aetna Life Insurance Company,12,552,180,2876.87,0.0626,,
2015,2016,EPO/PPO,Group Health Incorporated,13,496,190,672.77,0.2824,,
2015,2016,EPO/PPO,MVP Health Insurance Company2,24,6,2,212.88,0.0094,,
2015,2016,EPO/PPO,"CDPHP Universal Benefits, Inc.2",32,8,1,714.94,0.0014,,
2015,2016,EPO/PPO,HealthNow New York Inc.2,37,10,6,1377.6,0.0044,,
2015,2016,EPO/PPO,CIGNA Health and Life Insurance Company2,127,37,12,1196.86,0.01,,
2015,2016,EPO/PPO,"Excellus Health Plan, Inc.2",160,27,14,3765.59,0.0037,,
2015,2016,EPO/PPO,UnitedHealthcare Insurance Company of New York2,174,47,29,2091.51,0.0139,,
2015,2016,EPO/PPO,"Empire HealthChoice Assurance, Inc.2",344,105,50,2161.11,0.0231,,
2015,2016,EPO/PPO,Group Health Incorporated2,496,167,80,672.77,0.1189,,
2015,2016,EPO/PPO,"Aetna Life Insurance Company2,3",552,98,34,2876.87,0.0118,,
2015,2016,EPO/PPO,"Oxford Health Insurance, Inc.2",899,184,67,4608.09,0.0145,,
2015,2016,HMO,Capital District Physicians Health Plan,1,53,6,590.57,0.0102,0,0
2015,2016,HMO,"MVP Health Plan, Inc.",2,110,11,650.38,0.0169,0,0
2015,2016,HMO,"Independent Health Association, Inc.",3,18,4,209.03,0.0191,0,0
2015,2016,HMO,Community Blue (HealthNow),4,9,4,133.67,0.0299,0,0
2015,2016,HMO,Excellus Health Plan,5,22,8,163.78,0.0488,0,0
2015,2016,HMO,"Oxford Health Plans (NY), Inc.",6,369,79,1041.96,0.0758,4,0
2015,2016,HMO,HIP Health Maintenance Organization,7,511,233,2105.2,0.1107,3,1
2015,2016,HMO,Aetna Health Inc.,8,77,32,119.89,0.2669,0,0
2015,2016,HMO,"UnitedHealthcare of New York, Inc.",9,182,61,137.02,0.4452,0,0
2015,2016,HMO,"Empire HealthChoice HMO, Inc.",10,872,346,586.61,0.5898,0,0
2016,2017,Commercial,"Eastern Vision Service Plan, Inc.4",0,0,0,88.9,0.0,,
2016,2017,Commercial,MVP Health Services Corporation3,1,0,0,492.23,0.0,,
2016,2017,Commercial,MVP Health Services Corporation,1,1,0,492.23,0.0,,
2016,2017,Commercial,Sun Life and Health Insurance Company,2,0,0,146.16,0.0,,
2016,2017,Commercial,"Eastern Vision Service Plan, Inc.",3,0,0,88.9,0.0,,
2016,2017,Commercial,ShelterPoint Life Insurance Company,4,0,0,88.14,0.0,,
2016,2017,Commercial,Massachusetts Mutual Life Insurance Company,5,2,0,80.01,0.0,,
2016,2017,Commercial,Standard Security Life Insurance Company of New York,6,0,0,75.59,0.0,,
2016,2017,Commercial,Berkshire Life Insurance Company of America,7,2,0,73.43,0.0,,
2016,2017,Commercial,New York Life Insurance Company,8,5,0,71.02,0.0,,
2016,2017,Commercial,HM Life Insurance Company of New York,9,0,0,70.7,0.0,,
2016,2017,Commercial,Liberty Life Assurance Company of Boston,10,1,0,65.77,0.0,,
2016,2017,Commercial,Mutual of Omaha Insurance Company,11,1,0,61.18,0.0,,
2016,2017,Commercial,"Dentcare Delivery Systems, Inc.3",11,1,0,62.09,0.0,,
2016,2017,Commercial,First Reliance Standard Life Insurance Company,12,0,0,50.31,0.0,,
2016,2017,Commercial,Provident Life and Casualty Insurance Company,13,0,0,50.16,0.0,,
2016,2017,Commercial,First Unum Life Insurance Company,14,11,2,285.88,0.007,,
2016,2017,Commercial,"Delta Dental of New York, Inc.3",15,9,9,162.05,0.0555,,
2016,2017,Commercial,"National Union Fire Insurance Company of Pittsburgh, PA",15,2,1,129.09,0.0077,,
2016,2017,Commercial,Hartford Life and Accident Insurance Company,16,1,1,95.2,0.0105,,
2016,2017,Commercial,Northwestern Mutual Life Insurance Company,17,1,1,92.6,0.0108,,
2016,2017,Commercial,Humana Insurance Company of New York,18,4,2,168.37,0.0119,,
2016,2017,Commercial,American Family Life Assurance Company of New York,19,12,4,298.9,0.0134,,
2016,2017,Commercial,"Dentcare Delivery Systems, Inc.",20,11,1,62.09,0.0161,,
2016,2017,Commercial,Standard Life Insurance Company of New York,21,3,1,60.77,0.0165,,
2016,2017,Commercial,Combined Life Insurance Company of New York,22,14,2,114.88,0.0174,,
2016,2017,Commercial,Guardian Life Insurance Company of America,23,24,7,398.8,0.0176,,
2016,2017,Commercial,Metropolitan Life Insurance Company,24,36,13,687.51,0.0189,,
2016,2017,Commercial,Genworth Life Insurance Company of New York,25,19,5,221.79,0.0225,,
2016,2017,Commercial,Principal Life Insurance Company,26,3,2,67.51,0.0296,,
2016,2017,Commercial,Prudential Insurance Company of America,27,10,4,132.23,0.0303,,
2016,2017,Commercial,CIGNA Life Insurance Company of New York,28,11,5,112.11,0.0446,,
2016,2017,Commercial,Transamerica Financial Life Insurance Company,29,15,6,114.91,0.0522,,
2016,2017,Commercial,John Hancock Life & Health Insurance Company,30,22,7,109.87,0.0637,,
2016,2017,Commercial,Paul Revere Life Insurance Company,31,7,4,60.22,0.0664,,
2016,2017,Commercial,"Delta Dental of New York, Inc.",32,15,11,162.05,0.0679,,
2016,2017,EPO/PPO,Independent Health Benefits Corporation,1,0,0,553.74,0.0,,
2016,2017,EPO/PPO,Health Insurance Plan of Greater New York3,2,2,1,2118.06,0.0005,,
2016,2017,EPO/PPO,Health Insurance Plan of Greater New York,2,2,1,2118.06,0.0005,,
2016,2017,EPO/PPO,HealthNow New York Inc.,3,36,4,1583.82,0.0025,,
2016,2017,EPO/PPO,"CDPHP Universal Benefits, Inc.",4,26,3,658.79,0.0046,,
2016,2017,EPO/PPO,"Excellus Health Plan, Inc.",5,97,34,3784.57,0.009,,
2016,2017,EPO/PPO,UnitedHealthcare Insurance Company of New York,6,148,41,2325.18,0.0176,,
2016,2017,EPO/PPO,"Oxford Health Insurance, Inc.",7,501,124,5171.31,0.024,,
2016,2017,EPO/PPO,"Empire HealthChoice Assurance, Inc.",8,1086,111,2116.68,0.0524,,
2016,2017,EPO/PPO,CIGNA Health and Life Insurance Company,9,169,58,942.07,0.0616,,
2016,2017,EPO/PPO,Aetna Life Insurance Company,10,440,151,2372.18,0.0637,,
2016,2017,EPO/PPO,"North Shore-LIJ Care Connect Insurance Company, Inc.",11,86,42,491.49,0.0855,,
2016,2017,EPO/PPO,Nippon Life Insurance Company of America,12,13,6,58.52,0.1025,,
2016,2017,EPO/PPO,Oscar Insurance Corporation,13,72,38,246.27,0.1543,,
2016,2017,EPO/PPO,Group Health Incorporated,14,485,253,803.8,0.3148,,
2016,2017,EPO/PPO,"CDPHP Universal Benefits, Inc.3",26,2,0,658.79,0.0,,
2016,2017,EPO/PPO,HealthNow New York Inc.3,36,14,1,1583.82,0.0006,,
2016,2017,EPO/PPO,"Excellus Health Plan, Inc.3",97,25,15,3784.57,0.004,,
2016,2017,EPO/PPO,UnitedHealthcare Insurance Company of New York3,148,38,18,2325.18,0.0077,,
2016,2017,EPO/PPO,CIGNA Health and Life Insurance Company3,169,44,21,942.07,0.0223,,
2016,2017,EPO/PPO,Aetna Life Insurance Company3,440,80,44,2372.18,0.0185,,
2016,2017,EPO/PPO,Group Health Incorporated3,485,187,126,803.8,0.1568,,
2016,2017,EPO/PPO,"Empire HealthChoice Assurance, Inc.3",1086,849,54,2116.68,0.0255,,
2016,2017,HMO,Capital District Physicians Health Plan,1,16,0,549.7,0.0,0,0
2016,2017,HMO,Community Blue (HealthNow),2,2,0,165.29,0.0,1,0
2016,2017,HMO,"MVP Health Plan, Inc.",3,26,3,642.45,0.0047,1,0
2016,2017,HMO,Excellus Health Plan,4,10,3,282.03,0.0106,1,0
2016,2017,HMO,"Independent Health Association, Inc.",5,15,3,202.57,0.0148,1,0
2016,2017,HMO,HIP Health Maintenance Organization,6,228,98,2327.69,0.0421,1,0
2016,2017,HMO,"Oxford Health Plans (NY), Inc.",7,224,54,904.14,0.0597,4,1
2016,2017,HMO,"UnitedHealthcare of New York, Inc.",8,122,40,577.1,0.0693,2,0
2016,2017,HMO,"Empire HealthChoice HMO, Inc.",9,553,208,624.11,0.3333,7,0
2017,2018,Commercial,"Eastern Vision Service Plan, Inc.4",1,0,0,95.98,0.0,,
2017,2018,Commercial,Genworth Life Insurance Company of New York,1,8,0,211.29,0.0,,
2017,2018,Commercial,"Delta Dental of New York, Inc.",2,5,0,170.88,0.0,,
2017,2018,Commercial,John Hancock Life & Health Insurance Company,3,8,0,108.78,0.0,,
2017,2018,Commercial,"Eastern Vision Service Plan, Inc.",4,1,0,95.98,0.0,,
2017,2018,Commercial,"Delta Dental of New York, Inc.3",5,1,0,170.88,0.0,,
2017,2018,Commercial,Principal Life Insurance Company,5,1,0,71.35,0.0,,
2017,2018,Commercial,"Dentcare Delivery Systems, Inc.3",5,2,1,61.18,0.0163,,
2017,2018,Commercial,HM Life Insurance Company of New York,6,0,0,69.94,0.0,,
2017,2018,Commercial,Standard Life Insurance Company of New York,7,4,0,58.22,0.0,,
2017,2018,Commercial,HCC Life Insurance Company,8,0,0,56.25,0.0,,
2017,2018,Commercial,Humana Insurance Company of New York,9,7,1,155.45,0.0064,,
2017,2018,Commercial,First Unum Life Insurance Company,10,18,2,290.1,0.0069,,
2017,2018,Commercial,Prudential Insurance Company of America,11,8,1,134.68,0.0074,,
2017,2018,Commercial,Hartford Life and Accident Insurance Company,12,2,1,104.65,0.0096,,
2017,2018,Commercial,American Family Life Assurance Company of New York,13,14,3,307.95,0.0097,,
2017,2018,Commercial,Northwestern Mutual Life Insurance Company,14,3,1,95.64,0.0105,,
2017,2018,Commercial,Massachusetts Mutual Life Insurance Company,15,2,1,83.98,0.0119,,
2017,2018,Commercial,Liberty Life Assurance Company of Boston,16,2,1,79.0,0.0127,,
2017,2018,Commercial,Berkshire Life Insurance Company of America,17,3,1,75.66,0.0132,,
2017,2018,Commercial,"Dentcare Delivery Systems, Inc.",18,5,1,61.18,0.0163,,
2017,2018,Commercial,Paul Revere Life Insurance Company,19,3,1,58.93,0.017,,
2017,2018,Commercial,First Reliance Standard Life Insurance Company,20,2,1,51.54,0.0194,,
2017,2018,Commercial,Guardian Life Insurance Company of America,21,21,8,396.82,0.0202,,
2017,2018,Commercial,ShelterPoint Life Insurance Company,22,5,2,93.11,0.0215,,
2017,2018,Commercial,Sun Life and Health Insurance Company,23,12,3,138.24,0.0217,,
2017,2018,Commercial,Metropolitan Life Insurance Company,24,54,17,641.83,0.0265,,
2017,2018,Commercial,New York Life Insurance Company,25,4,2,74.54,0.0268,,
2017,2018,Commercial,"National Union Fire Insurance Company of Pittsburgh, PA",26,6,3,97.44,0.0308,,
2017,2018,Commercial,Transamerica Financial Life Insurance Company,27,15,4,103.09,0.0388,,
2017,2018,Commercial,Combined Life Insurance Company of New York,28,16,5,122.65,0.0408,,
2017,2018,Commercial,CIGNA Life Insurance Company of New York,29,12,5,121.75,0.0411,,
2017,2018,Commercial,Mutual of Omaha Insurance Company,30,5,3,69.94,0.0429,,
2017,2018,EPO/PPO,MVP Health Services Corporation3,0,0,0,668.5,0.0,,
2017,2018,EPO/PPO,MVP Health Services Corporation,1,0,0,668.5,0.0,,
2017,2018,EPO/PPO,Independent Health Benefits Corporation,2,0,0,574.1,0.0,,
2017,2018,EPO/PPO,"CDPHP Universal Benefits, Inc.",3,15,1,537.56,0.0019,,
2017,2018,EPO/PPO,HealthNow New York Inc.,4,61,13,1514.11,0.0086,,
2017,2018,EPO/PPO,"Oxford Health Insurance, Inc.",5,729,143,5878.01,0.0243,,
2017,2018,EPO/PPO,"Empire HealthChoice Assurance, Inc.",6,243,69,2093.54,0.033,,
2017,2018,EPO/PPO,UnitedHealthcare Insurance Company of New York,7,231,80,2281.92,0.0351,,
2017,2018,EPO/PPO,"Excellus Health Plan, Inc.",8,126,37,898.97,0.0412,,
2017,2018,EPO/PPO,Nippon Life Insurance Company of America,9,6,3,57.75,0.0519,,
2017,2018,EPO/PPO,CIGNA Health and Life Insurance Company,10,157,71,1029.55,0.069,,
2017,2018,EPO/PPO,Oscar Insurance Corporation,11,67,15,159.47,0.0941,,
2017,2018,EPO/PPO,Aetna Life Insurance Company,12,1165,414,2275.88,0.1819,,
2017,2018,EPO/PPO,Group Health Incorporated,13,1360,914,639.76,1.4287,,
2017,2018,EPO/PPO,HealthNow New York Inc.3,61,11,4,1514.11,0.0026,,
2017,2018,EPO/PPO,"Excellus Health Plan, Inc.3",126,25,11,898.97,0.0122,,
2017,2018,EPO/PPO,CIGNA Health and Life Insurance Company3,157,59,31,1029.55,0.0301,,
2017,2018,EPO/PPO,UnitedHealthcare Insurance Company of New York3,231,75,36,2281.92,0.0158,,
2017,2018,EPO/PPO,"Empire HealthChoice Assurance, Inc.3",243,61,30,2093.54,0.0143,,
2017,2018,EPO/PPO,"Oxford Health Insurance, Inc.3",729,172,49,5878.01,0.0083,,
2017,2018,EPO/PPO,Aetna Life Insurance Company3,1165,282,120,2275.88,0.0527,,
2017,2018,EPO/PPO,Group Health Incorporated3,1360,751,573,639.76,0.8956,,
2017,2018,HMO,"Independent Health Association, Inc.",1,11,0,244.34,0.0,1,0
2017,2018,HMO,Community Blue (HealthNow),2,7,0,171.67,0.0,0,0
2017,2018,HMO,Capital District Physicians Health Plan,3,15,1,528.91,0.0019,0,0
2017,2018,HMO,Excellus Health Plan,4,8,4,372.45,0.0107,0,0
2017,2018,HMO,"MVP Health Plan, Inc.",5,39,16,773.53,0.0207,1,0
2017,2018,HMO,"UnitedHealthcare of New York, Inc.",6,108,36,725.81,0.0496,5,0
2017,2018,HMO,HIP Health Maintenance Organization,7,369,148,2311.89,0.064,2,0
2017,2018,HMO,"Oxford Health Plans (NY), Inc.",8,186,49,232.06,0.2112,0,0
2017,2018,HMO,"Empire HealthChoice HMO, Inc.",9,372,148,561.65,0.2635,5,1
2018,2019,Commercial,"Eastern Vision Service Plan, Inc.4",0,0,0,97.37,0.0,,
2018,2019,Commercial,Genworth Life Insurance Company of New York,1,9,0,203.15,0.0,,
2018,2019,Commercial,Provident Life and Casualty Insurance,2,0,0,51.58,0.0,,
2018,2019,Commercial,ShelterPoint Life Insurance Company,2,0,0,181.87,0.0,,
2018,2019,Commercial,Hartford Life and Accident Insurance Company,3,3,0,158.28,0.0,,
2018,2019,Commercial,Liberty Life Assurance Company of Boston,4,0,0,99.1,0.0,,
2018,2019,Commercial,"Dentcare Delivery Systems, Inc.3",5,2,0,60.83,0.0,,
2018,2019,Commercial,Wellfleet New York Insurance Company,5,2,0,97.39,0.0,,
2018,2019,Commercial,"Eastern Vision Service Plan, Inc.",6,0,0,97.37,0.0,,
2018,2019,Commercial,Massachusetts Mutual Life Insurance Company,7,4,0,85.19,0.0,,
2018,2019,Commercial,New York Life Insurance Company,8,5,0,77.59,0.0,,
2018,2019,Commercial,HCC Life Insurance Company,9,0,0,74.88,0.0,,
2018,2019,Commercial,First Reliance Standard Life Insurance Company,10,2,0,60.85,0.0,,
2018,2019,Commercial,Paul Revere Life Insurance Company,11,3,0,59.62,0.0,,
2018,2019,Commercial,HM Life Insurance Company of New York,12,0,0,59.14,0.0,,
2018,2019,Commercial,Westport Insurance Corporation,13,0,0,50.59,0.0,,
2018,2019,Commercial,American Family Life Assurance Company of New York,14,10,2,317.98,0.0063,,
2018,2019,Commercial,Guardian Life Insurance Company of America,15,22,3,424.89,0.0071,,
2018,2019,Commercial,Sun Life and Health Insurance Company,16,7,1,120.09,0.0083,,
2018,2019,Commercial,Transamerica Financial Life Insurance Company,17,6,1,99.36,0.0101,,
2018,2019,Commercial,Northwestern Mutual Life Insurance Company,18,1,1,97.53,0.0103,,
2018,2019,Commercial,Principal Life Insurance Company,19,2,1,75.29,0.0133,,
2018,2019,Commercial,Metropolitan Life Insurance Company,20,34,9,640.22,0.0141,,
2018,2019,Commercial,"Delta Dental of New York, Inc.3",20,16,1,180.47,0.0055,,
2018,2019,Commercial,Prudential Insurance Company of America,21,13,2,135.46,0.0148,,
2018,2019,Commercial,Standard Life Insurance Company of New York,22,3,1,67.7,0.0148,,
2018,2019,Commercial,First Unum Life Insurance Company,23,16,5,315.09,0.0159,,
